Carpeta,Imagen,Valvula_de_expansion,Compresor,Condensador
FALLA ALTA,54_b2,0.519190724514846,3.772602105219138,0.8944217112868925
FALLA ALTA,13_b2,0.738943632306242,0.45908378141479145,1.4539911887058266
FALLA ALTA,25_b2,0.6522445382140666,1.20171716523777,0.9207799231157818
FALLA ALTA,48_b2,0.39651209743472143,3.1441799665745522,0.7012179929393011
FALLA ALTA,33_b2,0.5999180844646829,2.018765236621448,0.9087203403791098
FALLA ALTA,11_b2,0.9998022773209785,0.6119534484443983,1.8334449578325698
FALLA ALTA,49_b2,0.5598584360220901,3.4085623116538564,0.9269259590630601
FALLA ALTA,10_b2,0.9082924493551842,0.517371062159882,1.851994556306447
FALLA ALTA,35_b2,0.7490663304618543,2.326273154787141,1.0006883548840684
FALLA ALTA,49_b2,0.5640653141291209,3.427339668077936,0.9312348487782897
FALLA ALTA,53_b2,0.720372661751358,3.877664026113833,1.0808790185451458
FALLA ALTA,5_b2,0.7503133697266356,0.4726797063841486,2.6286674114101
FALLA ALTA,57_b2,0.702003832067182,4.197229802312087,1.066832884539291
FALLA ALTA,29_b2,0.5601791018250161,1.5718748758776495,0.877377095708339
FALLA ALTA,10_b2,0.9136025214944549,0.5323037196317661,1.852537184846932
FALLA ALTA,8_b2,0.6204182309819489,0.2674728411436854,1.893704638158013
FALLA ALTA,21_b2,0.7164046109260045,0.8653359488828333,1.0489817947995552
FALLA ALTA,48_b2,0.3985149385975689,3.1554561357029502,0.6953580333362298
FALLA ALTA,41_b2,0.49345227040322404,2.71404949061562,0.8121469928796176
FALLA ALTA,54_b2,0.5183589801213114,3.761164110511733,0.8873797539336978
FALLA ALTA,33_b2,0.6013707599413447,1.9880144840331968,0.9219834814947251
FALLA ALTA,4_b2,0.8302466929382717,0.6560814636421445,3.0177228111036754
FALLA ALTA,35_b2,0.7512740169288717,2.3061295830467032,0.9937188290431698
FALLA ALTA,42_b2,0.6771689857736203,2.896573799178153,0.9380169372398875
FALLA ALTA,44_b2,0.619359461177289,3.0496744112617034,0.9759878864032447
FALLA ALTA,26_b2,0.7076778268559714,1.3946276814519485,1.000445942535449
FALLA ALTA,30_b2,0.550262513098348,1.6641214693838873,0.8685169363015592
FALLA ALTA,49_b2,0.5576159437317318,3.4180207136066145,0.9245406058814575
FALLA ALTA,55_b2,0.6212705593444176,3.9738765131215876,1.0664544940082339
FALLA ALTA,59_b2,0.6275525405608494,4.223179533056467,0.9307582642932636
FALLA ALTA,21_b3,0.7214287759094073,0.8762828271194241,1.0703704626201564
FALLA ALTA,36_b3,0.8320704872643591,2.520538117700177,1.111314608614454
FALLA ALTA,50_b3,0.579295060879,3.500946983185504,0.9231523727014227
FALLA ALTA,46_b3,0.9092636871765191,3.5005735741644903,1.26574377583527
FALLA ALTA,60_b3,0.9428463754635574,4.618234747545125,1.1759663797940123
FALLA ALTA,4_b3,0.8292970195320316,0.6807589948581028,3.0158568207593404
FALLA ALTA,33_b3,0.6003291774619198,2.009514745613398,0.9243813616640328
FALLA ALTA,21_b3,0.7218720166085986,0.8488189684840097,1.0689526138888414
FALLA ALTA,4_b3,0.8326579199563526,0.6482928335136263,3.0236412282019187
FALLA ALTA,48_b3,0.39893501527099984,3.145394523438205,0.6910936736668739
FALLA ALTA,43_b3,0.5804032510009002,2.9715504751526782,0.9337430848882856
FALLA ALTA,57_b3,0.6991071471556652,4.223211575115405,1.0685998230391471
FALLA ALTA,24_b3,0.6311153163652846,1.1489525760415327,1.0071535580085549
FALLA ALTA,56_b3,0.9604026057073466,4.370802612355288,1.36260336233921
FALLA ALTA,23_b3,0.6094133607572209,0.9865432214454752,0.9884644802252411
FALLA ALTA,26_b3,0.7097706178117763,1.395231116762599,0.9992233940466574
FALLA ALTA,4_b3,0.8272102157637723,0.661675635312697,3.0178571324590355
FALLA ALTA,8_b3,0.6218665027065232,0.2811447885716808,1.8900243001162305
FALLA ALTA,4_b3,0.8276067685340452,0.6739733883297894,3.026223823418476
FALLA ALTA,36_b3,0.8277341993971626,2.5113426876602176,1.1080485880309356
FALLA ALTA,39_b3,0.3375560216632918,2.3011262567680246,0.594551430546191
FALLA ALTA,46_b3,0.9102228813290303,3.512194622605595,1.2582752156163866
FALLA ALTA,54_b3,0.517166699844632,3.768838877322042,0.8933935459960562
FALLA ALTA,37_b3,0.34790747149829215,2.1294688992427107,0.6399800316930607
FALLA ALTA,54_b3,0.5183168861094398,3.8037175453572045,0.8840086394479078
FALLA ALTA,58_b3,0.6914703491692793,4.213151706953104,0.9688638220964256
FALLA ALTA,2_b3,0.01679234280095758,0.12448464808836068,0.54123643266147
FALLA ALTA,15_b3,0.5867032564948795,0.4118763739429114,1.228835611146497
FALLA ALTA,57_b3,0.7009972935598094,4.201459378946331,1.06805770380377
FALLA ALTA,40_b3,0.440825203450224,2.5466857991272405,0.6975279780667742
FALLA ALTA,37_b3,0.3457200344725361,2.123771485763619,0.6358174633641164
FALLA ALTA,30_b3,0.5497555682929672,1.663564267030689,0.8676947789117457
FALLA ALTA,22_b3,0.5601498835701987,0.8345165329589181,0.9683145308210733
FALLA ALTA,20_b3,0.4480288191598223,0.4717205283346622,0.8365140171446344
FALLA ALTA,33_b3,0.6009699107749163,1.9970851960628364,0.905240929195112
FALLA ALTA,11_b3,1.0000013431648995,0.6089723031829455,1.831898650304205
FALLA ALTA,37_b3,0.34994848411984236,2.1220851555074223,0.6383465236941603
FALLA ALTA,42_b3,0.6788572677825491,2.8931076106429647,0.949934129464875
FALLA ALTA,32_b3,0.5261593565737995,1.8512654408403715,0.8422264418845429
FALLA ALTA,19_b3,0.6727163974662024,0.6180463057512161,1.0716233021665436
FALLA ALTA,9_b3,0.8324570185121444,0.5080157436803802,1.945294729394196
FALLA ALTA,30_b3,0.5490485549021313,1.6830309271799415,0.8608341913758036
FALLA ALTA,9_b3,0.8269771156323124,0.5321136987320206,1.9500580936476295
FALLA ALTA,11_b3,1.0003486377263728,0.616467465143568,1.825930239932258
FALLA ALTA,23_b3,0.6078221018990462,0.9989765820525014,1.0000223796643533
FALLA ALTA,59_b3,0.6335801107202704,4.235742045487709,0.9302793029559651
FALLA ALTA,51_b3,0.6164694197920486,3.61501525662672,0.9595535730965298
FALLA ALTA,17_b3,0.5882277043755579,0.4998367308067629,1.141035944594343
FALLA ALTA,52_b3,0.570182215784025,3.6634060246163354,0.8870054444818501
FALLA ALTA,53_b3,0.7168281132851376,3.8567434951750914,1.088431348995427
FALLA ALTA,9_b3,0.828771202829452,0.47852234699510526,1.9574793794966137
FALLA ALTA,52_b3,0.5696412234809216,3.6552479213784532,0.8963134758742558
FALLA ALTA,51_b3,0.6188459509356786,3.6261199498481846,0.9836235665119321
FALLA ALTA,19_b3,0.6691711274502796,0.627233990234783,1.0657952062574323
FALLA ALTA,29_b3,0.5626469557494774,1.5676209766675488,0.8757194987623934
FALLA ALTA,30_b3,0.552991262864642,1.666440434578054,0.8594936242998539
FALLA ALTA,2_b3,0.02164886157475072,0.1502582828101689,0.5370751296762056
FALLA ALTA,13_b3,0.7380998628205331,0.4646181707059896,1.44183001241314
FALLA ALTA,3_b3,0.5519199539749677,0.5104655902011308,2.749195328288598
FALLA ALTA,12_b3,0.457769145125091,0.13506387873283715,1.2090980793751807
FALLA ALTA,12_b4,0.46143567993318635,0.16453584157022147,1.220086365054486
FALLA ALTA,31_b4,0.5885937838912431,1.8091046316871673,0.8689524639836764
FALLA ALTA,4_b4,0.8296436265361302,0.6452157169473961,3.026006842075822
FALLA ALTA,33_b4,0.5996749291482907,1.9939048169435136,0.9113093220772025
FALLA ALTA,32_b4,0.5329092898968018,1.8101234836899256,0.8447742415106574
FALLA ALTA,22_b4,0.5622906501788716,0.8347516421771081,0.9679396691451367
FALLA ALTA,36_b4,0.8294940989477543,2.510981327320384,1.116484851230233
FALLA ALTA,5_b4,0.7468391539246281,0.4676133349640262,2.626109092593793
FALLA ALTA,58_b4,0.6904097062379488,4.200367909500758,0.9654936168366884
FALLA ALTA,57_b4,0.6991908078693552,4.195618553023942,1.0744931398647308
FALLA ALTA,16_b4,0.6998712910034648,0.5004906882733458,1.2716028942066409
FALLA ALTA,2_b4,0.02062830610410267,0.1553007032005513,0.5394369210006366
FALLA ALTA,15_b4,0.590487632790394,0.42517315873876654,1.2261146471916133
FALLA ALTA,54_b4,0.518107516125419,3.734326010765467,0.8938017154814506
FALLA ALTA,58_b4,0.6898400262520182,4.195090989502209,0.9731985298502416
FALLA ALTA,55_b4,0.6205672670844959,4.024701183311551,1.0574400410994087
FALLA ALTA,9_b4,0.8323030824837762,0.4925596113393697,1.9471712326683015
FALLA ALTA,24_b4,0.6286985007756878,1.159011526171902,1.0094415160622563
FALLA ALTA,47_b4,0.44160309690984156,3.0982375657815036,0.7084993791014753
FALLA ALTA,9_b4,0.8326330170945959,0.4826245368940609,1.9496035936815124
FALLA ALTA,54_b4,0.5216354552841974,3.7610196887416167,0.8946223156835488
FALLA ALTA,13_b4,0.7398125700702218,0.46210452494394366,1.4493089912681476
FALLA ALTA,35_b4,0.7474345667179099,2.303507438682969,0.9888780297645484
FALLA ALTA,25_b4,0.6516929752914027,1.1989723622467077,0.9207449337835567
FALLA ALTA,13_b4,0.7404092411932656,0.45187385421694054,1.4504111831270807
FALLA ALTA,18_b4,0.689639591356544,0.6434521177916004,1.1868025187758413
FALLA ALTA,39_b4,0.3409425564113672,2.294978751965434,0.5908446025934255
FALLA ALTA,5_b4,0.7484547069791571,0.467916068205919,2.6328726870209453
FALLA ALTA,47_b4,0.4406274885349918,3.105199337420422,0.7140364743657556
FALLA ALTA,31_b4,0.5889582375966476,1.8145993124148116,0.8744842402333162
FALLA ALTA,57_b4,0.6985053356920686,4.204782845648422,1.0598899939870046
FALLA ALTA,15_b4,0.5901580380735207,0.42616696787777947,1.2364523819855597
FALLA ALTA,43_b4,0.5804501228352151,2.9906740337673767,0.937364951136468
FALLA ALTA,37_b4,0.3490248683928778,2.1283324081418797,0.647399821344584
FALLA ALTA,32_b4,0.5294685598100024,1.8446958347070859,0.8401005938650901
FALLA ALTA,23_b4,0.6097480890810685,1.002724272101666,1.003805185609428
FALLA ALTA,37_b4,0.34919001732125315,2.116784566222976,0.6390218329169048
FALLA ALTA,58_b4,0.6893776253785493,4.2074726873045885,0.9688772883514787
FALLA ALTA,16_b4,0.7016281177715326,0.513984087360393,1.2593948422601355
FALLA ALTA,18_b4,0.6910018487921534,0.6539268057570309,1.1921968875565507
FALLA ALTA,7_b4,1.022188879492462,0.688181738762185,2.4398457577628605
FALLA ALTA,45_b4,0.7891665660539555,3.298548061633482,1.1262041401902914
FALLA ALTA,43_b4,0.580834864331174,2.9988138415623715,0.9304784743060872
FALLA ALTA,12_b4,0.4615028028424197,0.1402322361981059,1.2059802668567758
FALLA ALTA,41_b4,0.4899604730497908,2.7384998109250223,0.8059536029284051
FALLA ALTA,9_b4,0.8275251126400363,0.4777435409842483,1.9569581865769998
FALLA ALTA,50_b4,0.5819121830169656,3.518131693154743,0.9219058139400633
FALLA ALTA,14_b4,0.7784616656077936,0.5132243287560392,1.4311111716119584
FALLA ALTA,60_b4,0.9386385033284935,4.619528575303848,1.1642748909080136
FALLA ALTA,12_b4,0.45654063767997954,0.13909969426315577,1.214296219775561
FALLA ALTA,43_b4,0.5786496114508426,2.976898954170671,0.9295532074846344
FALLA ALTA,55_b4,0.6224583477010445,3.978719984780135,1.0556335345302879
FALLA ALTA,17_b4,0.586450722095421,0.4985960955708339,1.1354426835302485
FALLA ALTA,53_b4,0.7236907196711019,3.8570255062605914,1.0845182415646122
FALLA ALTA,58_b4,0.6901466127357492,4.194962219145277,0.9711948712273051
FALLA ALTA,25_b4,0.6516367717298895,1.2072764762403674,0.9145912683636935
FALLA ALTA,48_b4,0.39865647866565,3.13094505526165,0.6924209048566088
FALLA ALTA,49_b4,0.5601003840967982,3.427734365365316,0.9321627935160426
FALLA ALTA,42_b4,0.677970324199543,2.885099243404414,0.9357449892465118
FALLA ALTA,32_b4,0.5301034879634693,1.8506410611391628,0.8324831758673344
FALLA ALTA,6_b5,0.9393138430113893,0.5595470361021723,2.4857949678314486
FALLA ALTA,41_b5,0.4883945836141161,2.706448281277981,0.7946042242174511
FALLA ALTA,53_b5,0.720458425790697,3.8477841465287215,1.0932621847340258
FALLA ALTA,59_b5,0.6306086106896429,4.218552708657686,0.9290804418074067
FALLA ALTA,20_b5,0.44953698785566704,0.4778455103016122,0.828837326508702
FALLA ALTA,19_b5,0.6707651356178101,0.6338538641265485,1.0646880486264565
FALLA ALTA,12_b5,0.45931203777678137,0.1352777602416394,1.2069652786444298
FALLA ALTA,30_b5,0.5521737034647545,1.658648263598637,0.8647650105842142
